date,title,url,category,source,domain
2017-01-10,Turnover dips as IPOs lure investors away,http://kathmandupost.ekantipur.com/news/2017-01-10/turnover-dips-as-ipos-lure-investors-away.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-01-14,Nepse posts Rs115b turnover in first half,http://kathmandupost.ekantipur.com/news/2017-01-14/nepse-posts-rs115b-turnover-in-first-half.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-01-14,"Nepse up , but turnover falls as investors flock to primary market",http://www.customstoday.com.pk/nepse-up-but-turnover-falls-as-investors-flock-to-primary-market/,gdelt,gdelt,customstoday.com.pk
2017-01-15,"Nepse edges up 1.77pc , turnover tepid",http://thehimalayantimes.com/business/nepse-edges-up-1-77pc-turnover-tepid/,gdelt,gdelt,thehimalayantimes.com
2017-01-15,Nepse ends week 1.76pc higher,http://kathmandupost.ekantipur.com/news/2017-01-15/nepse-ends-week-176pc-higher.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-01-15,"Nepse edges up 1.77pc , turnover tepid",https://thehimalayantimes.com/business/nepse-edges-up-1-77pc-turnover-tepid/,gdelt,gdelt,thehimalayantimes.com
2017-01-16,Vaidya medicine,http://nepalitimes.com/news.php?id=18110,gdelt,gdelt,nepalitimes.com
2017-01-18,Upcoming Further Public Offerings ( FPO ) in Nepal,https://toughnickel.com/personal-finance/upcoming-further-public-issues-FPO-in-nepal,gdelt,gdelt,toughnickel.com
2017-01-22,Weekly turnover in Nepse index below Rs 2bn for second consecutive week,http://thehimalayantimes.com/business/weekly-turnover-nepse-index-rs-2bn-second-consecutive-week/,gdelt,gdelt,thehimalayantimes.com
2017-01-22,Weekly turnover in Nepse index below Rs 2bn for second consecutive week,https://thehimalayantimes.com/business/weekly-turnover-nepse-index-rs-2bn-second-consecutive-week/,gdelt,gdelt,thehimalayantimes.com
2017-01-22,Nepse dips 17.3 points,http://kathmandupost.ekantipur.com/news/2017-01-22/nepse-dips-173-points.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-01-24,NEPSE goes down by 25 points,http://kathmandupost.ekantipur.com/news/2017-01-24/nepse-goes-down-by-25-points.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-01-24,NEPSE goes down by 25 points,http://thehimalayantimes.com/business/nepse-goes-25-points/,gdelt,gdelt,thehimalayantimes.com
2017-01-25,Rs10 m net worth mandatory for share brokers to set up branch,http://kathmandupost.ekantipur.com/news/2017-01-25/rs10-m-net-worth-mandatory-for-share-brokers-to-set-up-branch.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-01-26,Interest rates on fixed deposits skyrocket,https://thehimalayantimes.com/business/interest-rates-fixed-deposits-skyrocket/,gdelt,gdelt,thehimalayantimes.com
2017-01-29,Nepse plunges 5.97 percent,http://kathmandupost.ekantipur.com/news/2017-01-29/nepse-plunges-597-percent.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-01-29,"Nepse index plunges 5.98pc , turnover up",http://thehimalayantimes.com/business/nepse-index-plunges-5-98pc-turnover/,gdelt,gdelt,thehimalayantimes.com
2017-01-29,"Nepse index plunges 5.98pc , turnover up",https://thehimalayantimes.com/business/nepse-index-plunges-5-98pc-turnover/,gdelt,gdelt,thehimalayantimes.com
2017-01-30,Nepal share market affected as BFIs increase interest rates,http://thehimalayantimes.com/business/increase-in-interest-rates-by-banks-financial-institutions-affects-nepal-share-market/,gdelt,gdelt,thehimalayantimes.com
2017-01-30,Nepal share market affected as BFIs increase interest rates,https://thehimalayantimes.com/business/increase-in-interest-rates-by-banks-financial-institutions-affects-nepal-share-market/,gdelt,gdelt,thehimalayantimes.com
2017-01-30,NEPSE declines sharply,http://kathmandupost.ekantipur.com/news/2017-01-30/nepse-declines-sharply.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-01-31,"Shares plunge on liquidity shortage , rising interest",http://kathmandupost.ekantipur.com/news/2017-01-31/shares-plunge-on-liquidity-shortage-rising-interest.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-01-31,Nepse falls 65.44 points,http://thehimalayantimes.com/business/nepse-falls-65-44-points/,gdelt,gdelt,thehimalayantimes.com
2017-02-04,Small,http://kathmandupost.ekantipur.com/news/2017-02-04/small-volume-trading-on-weekdays-too.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-02-04,Nepse increased by 76 points this week,http://reviewnepal.com/business/nepse-increased-by-76-points-this-week.html,gdelt,gdelt,reviewnepal.com
2017-02-05,Nepse inches up 7.31 points,http://kathmandupost.ekantipur.com/news/2017-02-05/nepse-inches-up-731-points.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-02-05,Nepal Stock Exchange ( Nepse ) index snaps two weeks of losing streak,http://thehimalayantimes.com/business/nepal-stock-exchange-nepse-index-snaps-two-weeks-losing-streak/,gdelt,gdelt,thehimalayantimes.com
2017-02-06,Nepal Stock Exchange ( Nepse ) index snaps two weeks of losing streak,https://thehimalayantimes.com/business/nepal-stock-exchange-nepse-index-snaps-two-weeks-losing-streak/,gdelt,gdelt,thehimalayantimes.com
2017-02-10,"Nepse dips below 1,300 points as banks curb loans",http://kathmandupost.ekantipur.com/news/2017-02-10/nepse-dips-below-1300-points-as-banks-curb-loans.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-02-10,"NLIC , FCM asked to settle shares allotment process by Feb 24",http://kathmandupost.ekantipur.com/news/2017-02-10/nlic-fcm-asked-to-settle-shares-allotment-process-by-feb-24.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-02-10,Sebon directs NLI and FC Microfinance to settle share allotment by Feb 24,http://kathmandupost.ekantipur.com/news/2017-02-10/sebon-directs-nli-and-fc-microfinance-to-settle-share-allotment-by-feb-24.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-02-12,Nepse plunges to nearly a year,https://thehimalayantimes.com/business/nepal-stock-exchange-nepse-plunges-nearly-year-low/,gdelt,gdelt,thehimalayantimes.com
2017-02-12,Nepse dips on loan curbs,http://kathmandupost.ekantipur.com/news/2017-02-12/nepse-dips-on-loan-curbs.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-02-15,Nepse GM honoured,https://thehimalayantimes.com/business/nepal-stock-exchange-general-manager-sitaram-thapaliya-honoured/,gdelt,gdelt,thehimalayantimes.com
2017-02-17,Disaster in the making,http://kathmandupost.ekantipur.com/news/2017-02-17/disaster-in-the-making.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-02-19,Benchmark index rebounds,https://thehimalayantimes.com/business/benchmark-index-rebounds-nepal-stock-exchange-nepse/,gdelt,gdelt,thehimalayantimes.com
2017-02-19,Nepse jumps 47.62 points,http://kathmandupost.ekantipur.com/news/2017-02-19/nepse-jumps-4762-points.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-02-26,CDSCL to add more clearing banks,https://thehimalayantimes.com/business/central-depository-system-and-clearing-ltd-cdscl-add-clearing-banks/,gdelt,gdelt,thehimalayantimes.com
2017-02-26,Nepse slips on profit booking,http://kathmandupost.ekantipur.com/news/2017-02-26/nepse-slips-on-profit-booking.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-02-26,Selling pressure weighs on domestic bourse,https://thehimalayantimes.com/business/selling-pressure-weighs-domestic-bourse-nepal-stock-exchange-nepse/,gdelt,gdelt,thehimalayantimes.com
2017-03-01,The Island,http://www.island.lk/index.php?page_cat=article-details&page=article-details&code_title=161207,gdelt,gdelt,island.lk
2017-04-02,"Nepse bullish , gains 101.6 points",http://kathmandupost.ekantipur.com/news/2017-04-02/nepse-bullish-gains-1016-points.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-04-02,Nepse clamps circuit breaker,http://nepalireporter.com/nepse-clamps-circuit-breaker/,gdelt,gdelt,nepalireporter.com
2017-04-02,Nepse leaps 79 pts to close at 1667,http://kathmandupost.ekantipur.com/news/2017-04-02/nepse-leaps-79-pts-to-close-at-1667.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-04-03,The Kathmandu Post,http://kathmandupost.ekantipur.com/news/2017-04-03/insurance-stocks-take-off-nepse-up-7947-pts.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-04-04,Trading halt ordered twice as stocks soar,http://kathmandupost.ekantipur.com/news/2017-04-04/trading-halt-ordered-twice-as-stocks-soar.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-04-09,Nepal Stock Exchange up 63.4pts,http://kathmandupost.ekantipur.com/news/2017-04-09/nepal-stock-exchange-up-634pts.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-04-12,Nepse soars to five month high,http://kathmandupost.ekantipur.com/news/2017-04-12/nepse-soars-to-five-month-high.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-04-15,Nepse set to go fully online by mid,http://kathmandupost.ekantipur.com/news/2017-04-15/nepse-set-to-go-fully-online-by-mid-oct.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-04-16,Nepse gains 46.09 points,http://kathmandupost.ekantipur.com/news/2017-04-16/nepse-gains-4609-points.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-04-19,NRB gets new board directors,http://kathmandupost.ekantipur.com/news/2017-04-19/nrb-gets-new-board-directors.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-04-23,Nepse plunges nearly 40 points,http://kathmandupost.ekantipur.com/news/2017-04-23/nepse-plunges-nearly-40-points.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-04-30,Nepse records slender growth,http://kathmandupost.ekantipur.com/news/2017-04-30/nepse-records-slender-growth.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-05-02,Stock market has been buoyed up,http://reviewnepal.com/business/stock-market-has-been-buoyed-up.html,gdelt,gdelt,reviewnepal.com
2017-05-04,Brokerage firms start operations from 18 cities,http://kathmandupost.ekantipur.com/news/2017-05-04/brokerage-firms-start-operations-from-18-cities.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-05-06,Telcos with Rs50m capital must go public,http://kathmandupost.ekantipur.com/news/2017-05-06/telcos-with-rs50m-capital-must-go-public.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-05-07,Nepse plunges nearly 18 points,http://kathmandupost.ekantipur.com/news/2017-05-07/nepse-plunges-nearly-18-points.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-05-08,Standard Chartered Bank Nepal raises Rs 3.30 bn through FPO,https://hubpages.com/money/Standard-Chartered-Bank-Nepal-raises-Rs-330-Billion-through-FPO,gdelt,gdelt,hubpages.com
2017-05-13,Sebon mulls mandatory PAN for stock investors,http://kathmandupost.ekantipur.com/news/2017-05-13/sebon-mulls-mandatory-pan-for-stock-investors.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-05-16,Share allotment process to be shortened to 20 days,http://kathmandupost.ekantipur.com/news/2017-05-16/share-allotment-process-to-be-shortened-to-20-days.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-05-21,Nepse plunges nearly 15 points,http://kathmandupost.ekantipur.com/news/2017-05-21/nepse-plunges-nearly-15-points.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-05-23,NRB plans issuing broker licences to banks,http://kathmandupost.ekantipur.com/news/2017-05-23/nrb-plans-issuing-broker-licences-to-banks.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-05-28,Nepse plunges 14.29 points,http://kathmandupost.ekantipur.com/news/2017-05-28/nepse-plunges-1429-points.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-05-29,Public Enterprises see marginal profit growth,http://kathmandupost.ekantipur.com/news/2017-05-29/public-enterprises-see-marginal-profit-growth.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-05-31,Nepse plunges after budget statement,http://kathmandupost.ekantipur.com/news/2017-05-31/nepse-plunges-after-budget-statement.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-06-01,Stocks rebound on poll schedule,http://kathmandupost.ekantipur.com/news/2017-06-01/stocks-rebound-on-poll-schedule.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-07-01,CDS approves three more clearing banks,http://kathmandupost.ekantipur.com/news/2017-07-01/cds-approves-three-more-clearing-banks.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-07-01,Stock transaction likely to resume on Sunday,http://kathmandupost.ekantipur.com/news/2017-07-01/stock-transaction-likely-to-resume-on-sunday.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-07-02,Nepse records a gain of 4.32 points,http://kathmandupost.ekantipur.com/news/2017-07-02/nepse-records-a-gain-of-432-points.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-07-02,Stockbrokers to resume trading on Sunday,http://kathmandupost.ekantipur.com/news/2017-07-02/stockbrokers-to-resume-trading-on-sunday.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-07-08,Nepal Stock Exchange to go fully automatic in Nov,http://kathmandupost.ekantipur.com/news/2017-07-08/nepal-stock-exchange-to-go-fully-automatic-in-nov.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-07-08,Share market to go online,http://nepalireporter.com/share-market-to-go-online/,gdelt,gdelt,nepalireporter.com
2017-07-09,Nepse posts gain of 18.3 points,http://kathmandupost.ekantipur.com/news/2017-07-09/nepse-posts-gain-of-183-points.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-07-16,Nepse sees marginal gain of 0.56 pts,http://kathmandupost.ekantipur.com/news/2017-07-16/nepse-sees-marginal-gain-of-056-pts.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-07-17,Govt fails to impose VAT on stockbrokers,http://kathmandupost.ekantipur.com/news/2017-07-17/govt-fails-to-impose-vat-on-stockbrokers.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-07-17,Nepse continues to surge Monday,http://kathmandupost.ekantipur.com/news/2017-07-17/nepse-continues-to-surge-monday.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-07-23,Nepse starts new fiscal year strong,http://kathmandupost.ekantipur.com/news/2017-07-23/nepse-starts-new-fiscal-year-strong.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-07-29,Stock market sees transaction above 5.5 billion,https://thehimalayantimes.com/business/stock-market-sees-transaction-5-5-billion/,gdelt,gdelt,thehimalayantimes.com
2017-07-29,Stock market sees transaction above Rs 5.5 billion,https://thehimalayantimes.com/business/stock-market-sees-transaction-5-5-billion-2/,gdelt,gdelt,thehimalayantimes.com
2017-07-29,Nepal stock market witnesses transaction above 5.5 billion,https://kathmandutribune.com/nepals-stock-market-witnesses-transaction-above-5-5-billion/,gdelt,gdelt,kathmandutribune.com
2017-07-30,Nepse ends week 10.78 pts higher,http://kathmandupost.ekantipur.com/news/2017-07-30/nepse-ends-week-1078-pts-higher.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-07-30,"Insurance , manufacturing buoy Nepse index",https://thehimalayantimes.com/business/insurance-manufacturing-buoy-nepse-index/,gdelt,gdelt,thehimalayantimes.com
2017-07-31,NIBL Capital set to acquire Ace Capital,https://thehimalayantimes.com/business/nibl-capital-set-acquire-ace-capital/,gdelt,gdelt,thehimalayantimes.com
2017-08-02,"MoF initiates process to select Nepse GM , DCGF CEO",https://thehimalayantimes.com/business/minister-of-finance-initiates-process-to-select-nepal-stock-exchange-general-manager-deposit-and-credit-guarantee-fund-chief-executive-officer/,gdelt,gdelt,thehimalayantimes.com
2017-08-06,"Nepse gains steam , up 14.05 points",http://kathmandupost.ekantipur.com/news/2017-08-06/nepse-gains-steam-up-1405-points.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-08-06,Nepse index rebounds by 14 points,https://thehimalayantimes.com/business/nepse-index-rebounds-14-points/,gdelt,gdelt,thehimalayantimes.com
2017-08-13,Nepse slips marginally at 0.42pc,http://kathmandupost.ekantipur.com/news/2017-08-13/nepse-slips-marginally-at-042pc.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-08-13,Secondary market slightly down,https://thehimalayantimes.com/business/secondary-market-slightly/,gdelt,gdelt,thehimalayantimes.com
2017-08-15,Nepse suffers double digit decline,https://thehimalayantimes.com/business/nepse-suffers-double-digit-decline/,gdelt,gdelt,thehimalayantimes.com
2017-08-20,Benchmark index sheds 1.44 per cent,https://thehimalayantimes.com/business/benchmark-index-sheds-1-44-per-cent/,gdelt,gdelt,thehimalayantimes.com
2017-08-20,Nepse sinks 23.78pts as floods hit,http://kathmandupost.ekantipur.com/news/2017-08-20/nepse-sinks-2378pts-as-floods-hit.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-08-22,Sebon mulls enforcing separate regulation,http://kathmandupost.ekantipur.com/news/2017-08-22/sebon-mulls-enforcing-separate-regulation.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-08-27,Nepse suffers double,http://kathmandupost.ekantipur.com/news/2017-08-27/nepse-suffers-double-digit-fall-20170827074605.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-08-27,Stock market sheds 0.73pc,https://thehimalayantimes.com/business/stock-market-sheds-0-73pc/,gdelt,gdelt,thehimalayantimes.com
2017-08-31,No decision yet to levy VAT on broker commission,https://thehimalayantimes.com/business/no-decision-yet-levy-vat-broker-commission/,gdelt,gdelt,thehimalayantimes.com
2017-09-01,Sebon to open second bourse despite protests,http://kathmandupost.ekantipur.com/news/2017-09-01/sebon-to-open-second-bourse-despite-protests.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-09-03,Stock market sheds over two per cent,https://thehimalayantimes.com/business/stock-market-sheds-two-per-cent/,gdelt,gdelt,thehimalayantimes.com
2017-09-03,PAN must for share trading from next fiscal,https://thehimalayantimes.com/business/permanent-account-number-must-share-trading-next-fiscal/,gdelt,gdelt,thehimalayantimes.com
2017-09-03,"Nepse falls flat , down 37.78 points",http://kathmandupost.ekantipur.com/news/2017-09-03/nepse-falls-flat-down-3778-points.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-09-05,Stock market sheds 25.47 points,https://thehimalayantimes.com/business/stock-market-sheds-25-47-points/,gdelt,gdelt,thehimalayantimes.com
2017-09-05,Daily turnover at Nepse up 10 times in five years,https://thehimalayantimes.com/business/daily-turnover-at-nepse-up-10-times-in-five-years/,gdelt,gdelt,thehimalayantimes.com
2017-09-07,50 real sector companies vie for Nepse listing,http://kathmandupost.ekantipur.com/news/2017-09-07/50-real-sector-companies-vie-for-nepse-listing.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-09-09,Stock market sees share trading worth approximately 2.42 billion,https://kathmandutribune.com/stock-market-sees-share-trading-worth-approximately-2-42-billion/,gdelt,gdelt,kathmandutribune.com
2017-09-10,Excess supply exerts pressure on country sole secondary market,https://thehimalayantimes.com/business/excess-supply-exerts-pressure-countrys-sole-secondary-market/,gdelt,gdelt,thehimalayantimes.com
2017-09-10,"Nepse falls flat , down 25.48pts",http://kathmandupost.ekantipur.com/news/2017-09-10/nepse-falls-flat-down-2548pts.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-09-11,Stock market descends by 2.24 per cent,https://thehimalayantimes.com/business/stock-market-descends-2-24-per-cent/,gdelt,gdelt,thehimalayantimes.com
2017-09-17,Investor speculations cause share market volatility,https://thehimalayantimes.com/business/investor-speculations-cause-share-market-volatility/,gdelt,gdelt,thehimalayantimes.com
2017-09-17,Nepse ends week 24.24pts lower,http://kathmandupost.ekantipur.com/news/2017-09-17/nepse-ends-week-2424pts-lower.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-09-18,Nepse to miss Nov deadline to introduce online trading,http://kathmandupost.ekantipur.com/news/2017-09-18/nepse-to-miss-nov-deadline-to-introduce-online-trading.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-09-19,Investors Forum urges government to appoint Nepse GM,https://thehimalayantimes.com/business/investors-forum-urges-government-to-appoint-nepse-general-manager/,gdelt,gdelt,thehimalayantimes.com
2017-09-22,bizmandu . com Website Analysis and Social Media report impact : Bizmandu . com,http://www.coolsocial.net/sites/www/bizmandu.com.html,gdelt,gdelt,coolsocial.net
2017-09-24,"Nepse posts marginal growth , up 9.5 points",http://kathmandupost.ekantipur.com/news/2017-09-24/nepse-posts-marginal-growth-up-95-points.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-09-24,Benchmark index edges up slightly,https://thehimalayantimes.com/business/benchmark-index-edges-slightly/,gdelt,gdelt,thehimalayantimes.com
2017-09-25,12 cos to issue rights shares worth Rs5.71b,http://kathmandupost.ekantipur.com/news/2017-09-25/12-cos-to-issue-rights-shares-worth-rs571b.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-09-26,Chilime granted study license of two projects,https://thehimalayantimes.com/business/chilime-granted-study-license-two-projects/,gdelt,gdelt,thehimalayantimes.com
2017-09-26,Chilime granted study license of two projects,https://kathmandutribune.com/chilime-granted-study-license-two-projects/,gdelt,gdelt,kathmandutribune.com
2017-09-26,Chilime granted study license of two projects,http://nepalireporter.com/chilime-granted-study-license-of-two-projects/,gdelt,gdelt,nepalireporter.com
2017-09-27,Sebon probes BFIs for delayed share issue,http://kathmandupost.ekantipur.com/news/2017-09-27/sebon-probes-bfis-for-delayed-share-issue.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-10-04,Nepse up 6.89pts as market reopens,http://kathmandupost.ekantipur.com/news/2017-10-04/nepse-up-689pts-as-market-reopens.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-10-04,Nepse up 6.89pts as market reopens,http://www.customstoday.com.pk/nepse-up-6-89pts-as-market-reopens/,gdelt,gdelt,customstoday.com.pk
2017-10-08,"Nepse plunges 37.38pts to 1,542.65",http://kathmandupost.ekantipur.com/news/2017-10-08/nepse-plunges-3738pts-to-154265.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-10-08,Secondary market drops slightly,https://thehimalayantimes.com/business/secondary-market-drops-slightly/,gdelt,gdelt,thehimalayantimes.com
2017-10-09,Share market falls 8.12 points,http://nepalireporter.com/share-market-falls-8-12-points/,gdelt,gdelt,nepalireporter.com
2017-10-09,Share market falls 8.12 points,https://kathmandutribune.com/share-market-falls-8-12-points/,gdelt,gdelt,kathmandutribune.com
2017-10-10,Saud become new Nepse GM,http://kathmandupost.ekantipur.com/news/2017-10-10/saud-become-new-nepse-gm.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-10-10,Saud appointed as share market GM,https://thehimalayantimes.com/business/chandra-singh-saud-appointed-share-market-general-manager/,gdelt,gdelt,thehimalayantimes.com
2017-10-10,Nepse index surges by 0.74 points,https://kathmandutribune.com/nepse-index-surges-0-74-points/,gdelt,gdelt,kathmandutribune.com
2017-10-13,October 2017 – People Review,http://peoplesreview.com.np/2017/10/,gdelt,gdelt,peoplesreview.com.np
2017-10-13,Saud NEPSE new GM – People Review,http://peoplesreview.com.np/2017/10/13/saud-nepses-new-gm/,gdelt,gdelt,peoplesreview.com.np
2017-10-15,Investor sentiment takes a hit,https://thehimalayantimes.com/business/investor-sentiment-takes-hit/,gdelt,gdelt,thehimalayantimes.com
2017-10-15,"Nepse in Dashain hangover , down 32.63 points",http://kathmandupost.ekantipur.com/news/2017-10-15/nepse-in-dashain-hangover-down-3263-points.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-10-16,Nepse soars by double digits,https://kathmandutribune.com/nepse-soars-double-digits/,gdelt,gdelt,kathmandutribune.com
2017-10-17,Nepse rebounds 47 points as election preparation buoys investors,http://www.customstoday.com.pk/nepse-rebounds-47-points-as-election-preparation-buoys-investors/,gdelt,gdelt,customstoday.com.pk
2017-10-19,Nepse suspends trading in shares of 26 firms,http://kathmandupost.ekantipur.com/news/2017-10-19/nepse-suspends-trading-in-shares-of-26-firms.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-10-25,It getting better,http://kathmandupost.ekantipur.com/news/2017-10-25/its-getting-better.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-10-27,Modernisation of secondary market faces delays,https://thehimalayantimes.com/business/modernisation-of-secondary-market-faces-delays/,gdelt,gdelt,thehimalayantimes.com
2017-10-29,Nepse index plunges 14.63 points,http://kathmandupost.ekantipur.com/news/2017-10-29/nepse-index-plunges-1463-points.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-10-29,Secondary market drops slightly,https://thehimalayantimes.com/business/secondary-market-drops-slightly-2/,gdelt,gdelt,thehimalayantimes.com
2017-10-31,Can investing in frontier markets tackle corruption,https://www.london.edu/faculty-and-research/lbsr/can-investing-in-frontier-markets-tackle-corruption,gdelt,gdelt,london.edu
2017-11-01,SEBON instruction,https://thehimalayantimes.com/business/sebons-instruction/,gdelt,gdelt,thehimalayantimes.com
2017-12-03,Election optimism fuels secondary market,https://thehimalayantimes.com/business/election-optimism-fuels-secondary-market/,gdelt,gdelt,thehimalayantimes.com
2017-12-03,Nepse surges by nearly 45 points,http://kathmandupost.ekantipur.com/news/2017-12-03/nepse-surges-by-nearly-45-points.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-12-05,Nepse expedites procedures to begin margin lending,https://thehimalayantimes.com/business/nepse-expedites-procedures-begin-margin-lending/,gdelt,gdelt,thehimalayantimes.com
2017-12-10,Nepse index posts loss of 1.13pts,http://kathmandupost.ekantipur.com/news/2017-12-10/nepse-index-posts-loss-of-113pts.html,gdelt,gdelt,kathmandupost.ekantipur.com
2017-12-10,Nepse dips ahead of phase II elections,https://thehimalayantimes.com/business/nepse-dips-ahead-phase-ii-elections/,gdelt,gdelt,thehimalayantimes.com
